id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
244143,19946,KGGF,4800,60,CON,1,0,15,408.752,-101.737,3419,150,,33,408.638,-101.729,3422,330,
240587,3555,KGGG,10000,150,ASP,1,0,13,323.925,-947.201,357,133.8,,31,323.735,-946.967,354,313.8,
251978,3555,KGGG,6109,150,ASPH-G,0,0,18,32.394,-947.167,354,179,,36,323.772,-947.163,365,359,
242459,19947,KGGI,5200,75,CON,1,0,13,41.715,-927.425,990,135,200,31,417.049,-92.729,1008,315,200
241628,19948,KGGP,4480,75,ASP,1,0,9,407.112,-86.383,736,89,218,27,407.113,-863.668,738,269,
245688,3556,KGGW,5000,75,ASP,1,0,8,482.128,-106.6,2282,90,,26,482.128,-106.579,2293,270,
245689,3556,KGGW,5001,100,ASP,1,0,12,482.164,-106.622,2288,134,,30,482.069,-106.607,2282,314,
240152,19949,KGHG,3001,75,ASP,1,0,6,420.954,-706.761,3,46,,24,421.011,-706.681,9,226,
242137,19950,KGHM,4002,75,ASP,1,0,2,358.322,-874.475,764,18.1,,20,358.426,-874.433,768,198.1,250
241766,19951,KGHW,2801,209,GRS,0,0,5,456.444,-953.253,1380,58,,23,456.486,-953.161,1393,238,
241767,19951,KGHW,4500,75,ASP,1,0,15,456.481,-953.229,1390,161,,33,456.364,-953.176,1393,341,
240668,19952,KGIF,4001,100,ASP,0,0,11,280.636,-817.605,143,103,475,29,280.611,-817.484,141,283,
240667,19952,KGIF,5006,100,ASP,1,0,5,280.585,-817.579,142,45,,23,280.683,-817.469,141,225,
243644,3557,KGJT,5502,75,ASP,1,0,4,391.099,-108.53,4784,54.4,,22,391.187,-108.514,4857,234.4,
243645,3557,KGJT,10501,150,ASP,1,0,11,39.135,-108.544,4820,125.2,,29,391.184,-108.514,4858,305.2,
244591,19953,KGKJ,5002,75,ASP,1,0,7,416.232,-802.227,1393,61.1,,25,416.298,-802.067,1397,241.2,
243932,19954,KGKT,5506,75,ASP,1,0,10,358.589,-835.379,1014,98.8,,28,358.566,-835.195,1003,278.8,339
240642,19955,KGKY,6080,100,CON,1,0,16,32.672,-970.963,628,168,,34,326.557,-970.922,597,348,
245000,19956,KGLD,3501,75,ASP,1,0,5,393.685,-101.705,3656,63.1,,23,393.729,-101.694,3637,243.1,
245001,19956,KGLD,5499,100,CON,1,0,12,393.747,-101.705,3644,134.4,,30,393.642,-101.691,3652,314.4,
245002,19956,KGLD,1800,40,GRS,0,0,17,393.765,-101.7,,180,,35,393.716,-101.7,,360,
240278,19957,KGLE,4691,150,ASP,0,1,4,336.446,-97.199,793,49,,22,33.653,-971.874,812,229,
240279,19957,KGLE,3920,150,ASP,0,1,8,336.449,-971.997,794,91.1,,26,336.447,-971.868,792,271.1,
240280,19957,KGLE,4296,80,ASP,0,0,12,336.551,-971.991,826,132.7,,30,336.471,-971.887,792,312.7,
240281,19957,KGLE,6000,100,ASP,1,0,17,336.612,-971.995,845,181.1,,35,336.448,-971.999,792,1.1,
244733,19958,KGLH,8001,150,ASP,1,0,18L,334.969,-909.821,129,180,,36R,334.749,-909.821,129,360,
244732,19958,KGLH,7019,150,PEM,1,0,18R,334.942,-909.872,128,180,,36L,334.749,-909.872,130,360,
243485,19959,KGLR,6578,150,ASP,1,0,9,450.145,-84.717,1319,90.1,,27,450.145,-846.916,1328,270.1,
243486,19959,KGLR,3000,75,ASP,1,0,18,450.156,-84.702,1321,173.8,,36,450.074,-84.702,1317,353.8,
242228,3558,KGLS,3774,150,CON,0,1,7,292.708,-94.87,7,76.3,,25,292.733,-948.583,7,256.3,
242229,3558,KGLS,6000,150,PEM,1,0,13,292.717,-948.676,5,140.1,,31,292.591,-948.556,5,320.1,
242230,3558,KGLS,6001,150,CON,1,0,17,292.735,-948.591,6,180.9,,35,29.257,-948.594,5,0.9,
242452,19960,KGLW,5301,100,ASP,1,0,7,370.295,-859.624,705,71.4,,25,370.341,-859.451,715,251.4,301
245273,19961,KGLY,4001,60,ASP,1,0,4,383.527,-936.891,819,44.9,,22,383.605,-936.793,822,224.9,
243244,19962,KGMJ,5250,75,ASP,1,0,18,366.139,-947.386,821,179.9,,36,365.995,-947.386,827,359.9,52
244008,19963,KGMU,5393,100,ASP,1,0,1,348.405,-823.486,988,4.7,,19,348.553,-823.482,1048,184.7,
244009,19963,KGMU,3998,80,ASP,1,0,10,348.481,-823.588,993,91.7,265,28,348.478,-823.455,1013,271.7,270
244372,19964,KGNB,5095,70,ASP,1,0,9,40.091,-105.926,8162,100.8,,27,400.884,-105.908,8203,280.8,
244631,19965,KGNC,5376,75,ASP,1,0,8,326.785,-102.665,3313,89.7,,26,326.786,-102.648,3283,269.7,
244632,19965,KGNC,4998,75,ASP,1,0,17,326.787,-102.649,3284,179.4,,35,32.665,-102.648,3265,359.4,
244536,19966,KGNF,5000,100,ASP,0,0,4,338.246,-898.022,193,52,,22,338.331,-897.892,201,232,225
244537,19966,KGNF,7000,150,ASP,1,0,13,338.414,-898.085,208,132,,31,338.286,-897.914,197,312,
241476,19967,KGNG,4736,75,ASP,1,0,7,429.165,-114.774,3661,84,,25,429.178,-114.756,3728,264,
239902,19968,KGNT,2350,40,GRE,0,0,8,351.612,-107.902,6520,91.8,,26,35.161,-107.894,6510,271.8,
239903,19968,KGNT,7172,75,ASP,1,0,13,351.774,-107.91,6537,145,,31,351.612,-107.896,6515,325,
240798,3559,KGNV,4158,100,ASP,1,0,7,296.903,-822.824,152,61,,25,296.958,-822.709,130,241,
240799,3559,KGNV,7504,150,ASP,1,0,11,296.906,-822.806,147,102,,29,296.862,-822.575,105,282,
243264,19969,KGOK,4102,75,CON,1,0,16,358.552,-974.174,1056,164.9,,34,358.444,-974.138,1064,345,
241054,3560,KGON,5000,150,ASP,1,0,5,41.325,-72.048,5,34,,23,413.364,-720.378,6,214,
241055,3560,KGON,4000,96,ASP,1,0,15,413.331,-72.053,9,135,307,33,413.253,-720.427,6,315,205
245017,19970,KGOO,4657,75,ASP,1,0,7,392.238,-121.011,3071,87,,25,392.244,-120.994,3158,267,
256105,17598,KGOP,3400,60,ASPH-G,0,0,17,,,,,,35,,,,,
245593,19971,KGOV,5000,150,CON,0,0,5,446.792,-847.348,1151,46,,23,446.887,-84.721,1158,226,
245594,19971,KGOV,5000,150,ASP,1,0,14,446.817,-847.364,1153,136.2,,32,446.718,-84.723,1150,316.2,300
240882,19972,KGPH,5504,100,ASP,1,0,18,39.34,-943.084,777,187,,36,39.325,-943.109,775,7,
242810,3527,KGPI,9007,150,ASP,1,0,2,482.988,-114.268,2962,35,,20,483.191,-114.247,2976,215,
242811,3527,KGPI,3043,150,ASP,0,1,7,483.125,-114.264,,90,,25,483.125,-114.252,,270,
242812,3527,KGPI,3504,75,ASP,1,0,12,483.179,-114.258,2973,136,,30,48.311,-114.248,2970,316,
245820,19973,KGPM,4001,75,CON,1,0,17,327.043,-970.469,589,180.3,,35,326.933,-97.047,589,0.3,
241634,3561,KGPT,7000,150,ASP,0,1,4,,,,40,,22,,,,220,
241635,3561,KGPT,9002,150,PEM,1,0,14,30.415,-890.823,20,135,,32,303.975,-890.621,22,315,
241636,3561,KGPT,4935,150,ASP,1,0,18,30.416,-890.663,24,180,,36,304.024,-890.662,26,360,
241724,19974,KGPZ,3000,60,ASPH-F,1,0,5,47.211,-935.137,1302,47,,23,472.164,-935.048,1294,227,
241725,19974,KGPZ,1450,150,GRS,0,0,10,472.162,-935.123,,104.4,,28,472.152,-935.066,,284.4,
241726,19974,KGPZ,5755,100,ASP,1,0,16,472.147,-935.132,1299,165.7,423,34,471.994,-935.074,1355,345.7,
240545,19975,KGQQ,3505,75,ASP,1,0,5,407.501,-827.284,1224,47.4,188,23,407.566,-827.191,1218,227.4,
243113,3562,KGRB,7700,150,CON,1,0,6,444.824,-88.138,692,59.9,,24,44.493,-881.125,682,239.9,
243114,3562,KGRB,3198,75,ASP,0,1,12,444.922,-881.341,,118.3,,30,444.878,-881.235,,298.3,
243115,3562,KGRB,8201,150,CON,1,0,18,444.938,-881.337,695,179.9,,36,444.713,-881.336,682,359.9,
244886,19976,KGRD,5003,100,ASP,1,0,9,342.482,-821.673,629,85.2,,27,342.493,-821.508,620,265.2,
239805,19977,KGRE,3200,250,GRS,0,0,9,388.367,-893.865,541,90,,27,388.367,-893.754,541,270,600
239806,19977,KGRE,4002,75,ASP,1,0,18,388.412,-893.765,540,180,,36,388.302,-893.764,531,360,
241462,3563,KGRF,6125,150,ASP,1,0,15,470.874,-122.584,290,167,,33,47.071,-122.578,301,347,
241631,3564,KGRI,6608,100,CON,1,0,13,409.784,-983.117,1842,135.3,,31,409.655,-982.949,1842,315.3,
241632,3564,KGRI,7002,150,ASP,1,0,17,409.772,-983.148,1844,180.3,,35,40.958,-983.149,1847,0.3,
244724,3565,KGRK,10000,200,PEM,1,0,15,310.799,-978.351,1019,157.3,,33,310.546,-978.228,970,337.3,194
243493,19978,KGRN,5196,75,ASP,1,0,4,42.802,-102.181,3544,48.6,,22,428.114,-102.167,3562,228.6,
243494,19978,KGRN,2284,50,ASP,1,0,11,42.806,-102.182,3549,122.8,,29,428.026,-102.175,3542,302.8,
243568,3566,KGRR,5000,100,CON,1,0,08L,428.888,-855.402,786,81.3,,26R,428.909,-855.218,784,261.3,
243567,3566,KGRR,10000,150,CON,1,0,08R,428.766,-855.422,792,81.3,,26L,428.808,-855.053,790,261.3,
243569,3566,KGRR,8501,150,CON,1,0,17,428.895,-855.193,782,171.3,,35,428.665,-855.145,789,351.3,
242956,3567,KGSB,11758,300,PEM,1,0,8,353.347,-779.795,72,73.1,,26,353.441,-779.417,109,253.1,
243746,19979,KGSH,2585,180,GRS,0,0,5,415.259,-857.968,815,44.3,,23,41.531,-857.902,823,224.3,
243747,19979,KGSH,5000,75,ASP,1,0,9,415.253,-858.017,819,89.3,,27,415.254,-857.834,827,269.3,
244086,3568,KGSO,9000,150,ASPH,1,0,05L,360.993,-799.591,916,46,,23R,361.164,-799.371,856,226,
256636,3568,KGSO,10001,150,ASPH-G,0,0,05R,360.911,-799.447,900,46,,23L,361.101,-799.203,886,226,
244087,3568,KGSO,6380,150,ASP,1,0,14,360.995,-799.524,926,135.1,,32,360.871,-799.372,900,315.1,
245237,3569,KGSP,11000,150,PEM,1,0,4,348.829,-822.286,964,32.2,,22,349.085,-822.091,964,212.2,
241907,3570,KGTB,10000,150,CON,1,0,3,440.455,-757.258,688,16,1366,21,440.718,-757.153,663,196,
241908,3570,KGTB,4482,150,CON,1,0,8,440.452,-757.287,678,70.4,,26,440.493,-757.126,688,250.4,
241909,3570,KGTB,4999,150,CON,1,0,15,440.618,-757.247,666,133.8,,33,440.523,-75.711,690,313.8,
240314,19980,KGTE,2599,50,CON,1,0,3,409.235,-100.151,2556,38.3,70,21,409.291,-100.145,2559,218.3,
240315,19980,KGTE,3300,250,GRS,1,0,14,409.288,-100.148,2555,148.6,,32,40.921,-100.142,2555,328.6,
245967,3571,KGTF,10502,150,ASP,1,0,3,474.693,-111.384,3677,45,,21,474.897,-111.354,3659,225,
245968,3571,KGTF,4294,75,ASP,1,0,7,474.838,-111.381,3652,90,,25,474.838,-111.363,3668,270,
245969,3571,KGTF,6357,150,ASP,1,0,16,474.936,-111.373,3645,180,,34,474.762,-111.373,3669,360,
242832,19981,KGTG,3315,120,GRS,0,0,5,457.968,-926.683,927,55.9,,23,458.018,-926.575,927,235.9,
242833,19981,KGTG,3000,60,ASP,1,0,12,458.002,-926.694,924,120.8,,30,45.796,-926.593,924,300.8,
241431,19982,KGTR,8002,150,ASP,1,0,18,334.593,-885.913,260,180,,36,334.414,-885.915,256,360,
241446,19983,KGTU,4100,75,ASP,1,0,11,306.814,-976.862,789,120.6,,29,306.757,-97.675,759,300.6,
241447,19983,KGTU,5000,100,ASP,1,0,18,306.859,-976.779,785,183.6,,36,306.722,-976.789,747,3.6,
245108,19984,KGUC,9400,150,ASP,1,0,6,385.324,-106.945,7658,73.5,,24,385.397,-106.914,7680,253.5,
245109,19984,KGUC,3000,150,GVL,0,0,17,385.325,-106.939,7660,180,,35,385.243,-106.939,7673,360,200
241762,3572,KGUP,7316,100,ASP,1,0,6,355.083,-108.801,6465,73.9,,24,355.138,-108.777,6472,253.9,
245889,3573,KGUS,12501,200,ASP,1,0,5,406.358,-861.679,810,44.4,,23,406.603,-861.364,800,224.4,
244935,19985,KGUY,1795,200,GRS,0,0,6,366.806,-101.508,,68.5,,24,366.824,-101.502,,248.5,
244936,19985,KGUY,5900,100,ASP,1,0,18,366.931,-101.507,3101,186.1,,36,36.677,-101.509,3107,6.1,
252983,19986,KGVL,5500,100,ASPH-G,0,0,5,342.671,-838.379,1275,41,,23,342.785,-83.826,1238,221,
244466,19986,KGVL,4001,100,ASP,0,0,11,342.741,-838.342,1274,108,,29,342.708,-838.215,1260,288,
243417,19987,KGVQ,5500,100,ASP,1,0,10,430.319,-781.799,912,91,,28,430.317,-781.594,911,271,
244228,19988,KGVT,5000,150,CON,0,1,13,330.744,-960.675,,135,,31,330.647,-960.558,,315,
244229,19988,KGVT,8030,150,ASP,1,0,17,330.789,-960.652,520,181,,35,330.568,-960.655,524,1,
311543,302158,KGW,1467,98,Grassed brown clay,0,0,7,,,,,,25,,,,,
241787,19989,KGWB,5000,100,ASP,1,0,9,413.071,-850.734,870,89,,27,413.072,-850.553,879,269,275
242301,3574,KGWO,5005,150,ASP,1,0,5,334.932,-900.911,141,52,,23,335.015,-900.781,154,232,
242302,3574,KGWO,2689,60,ASP,0,0,9,334.988,-900.807,152,87,,27,334.991,-900.719,162,267,
242303,3574,KGWO,6503,150,ASP,1,0,18,334.991,-90.088,145,181,,36,334.813,-900.885,139,1,
242479,19990,KGWR,3000,100,GRS,0,0,6,462.189,-976.501,1266,62,,24,462.228,-976.395,1251,242,
242480,19990,KGWR,5000,60,ASP,1,0,16,462.244,-976.454,1254,164,,34,462.111,-976.398,1254,344,
240900,19991,KGWS,3305,50,ASP,0,0,14,395.122,-107.314,5916,152.7,,32,395.039,-107.309,5906,332.7,
245662,19992,KGWW,5500,100,ASP,1,0,5,354.551,-779.713,133,43.3,,23,35.466,-779.586,134,223.3,
252503,19993,KGX,2315,60,GRAVEL-G,0,0,15,,,,,,33,,,,,
240127,19994,KGXY,5801,100,ASP,1,0,10,404.307,-104.646,4661,105.4,,28,404.265,-104.626,4645,285.4,
240128,19994,KGXY,10000,100,ASP,1,0,17,404.562,-104.632,4697,177.8,,35,404.288,-104.631,4653,357.8,1100
240129,19994,KGXY,3599,75,ASP,0,1,18,404.338,-104.627,4652,181.1,,36,404.239,-104.628,4639,1.1,
241039,19995,KGYB,4000,75,ASP,1,0,17,301.747,-969.807,483,174.3,,35,301.638,-969.794,438,354.3,
239969,19996,KGYH,8000,150,CON,1,0,5,347.499,-82.385,955,39.8,,23,347.667,-823.679,918,219.9,
243916,19997,KGYI,2300,150,ASP,0,0,13,337.172,-966.785,730,142.9,,31,337.123,-96.674,742,322.9,
243918,19997,KGYI,9000,150,PEM,1,0,17L,337.263,-966.726,741,181.8,,35R,337.016,-966.735,749,1.8,
243917,19997,KGYI,8000,150,ASP,0,1,17R,337.263,-966.759,,181.8,,35L,337.043,-966.767,,1.8,
240201,19998,KGYL,3300,75,ASP,1,0,13,44.759,-94.086,992,131,,31,447.531,-940.764,990,311,
241752,19999,KGYR,8500,150,ASP,1,0,3,334.136,-112.385,968,38,,21,334.319,-112.368,968,218,2100
243384,3575,KGYY,3603,100,ASP,1,0,2,416.123,-874.184,589,21.2,,20,416.215,-874.137,589,201.2,
243385,3575,KGYY,7003,150,ASP,1,0,12,416.213,-874.217,591,124.1,713,30,416.106,-874.005,591,304.1,
251959,20000,KGZ,1400,15,GRVL-P,0,0,11,,,,,,29,,,,,
244453,20001,KGZH,4000,150,ASP,1,0,1,314.093,-870.475,250,5,,19,314.202,-870.463,257,185,
244454,20001,KGZH,4000,150,ASP,1,0,10,314.178,-870.476,258,100,,28,314.159,-87.035,243,280,
240099,20002,KGZS,5001,75,ASP,1,0,16,351.598,-870.606,685,153,,34,351.476,-87.053,644,333,
240524,20003,KH04,3265,60,ASP,1,0,17,36.637,-951.514,,180,110,35,36.628,-951.514,,360,
242210,20004,KH05,3000,50,ASP,1,0,17,349.242,-95.394,,180,,35,349.159,-95.394,,360,
240976,20005,KH17,3215,50,ASP,1,0,3,376.503,-930.903,,29.2,300,21,376.578,-93.085,,209.2,
243230,20006,KH19,3204,50,ASP,1,0,13,39.373,-912.233,,134,,31,393.668,-912.152,,314,
244455,20007,KH21,4000,75,ASP,1,0,15,37.979,-926.941,1050,155,,33,37.969,-926.882,1062,335,
244919,20009,KH34,1250,60,GRE,0,0,3,360.775,-93.755,,36,,21,360.803,-937.525,,216,
244920,20009,KH34,3646,60,ASP,1,0,12,360.806,-937.588,1744,126,,30,360.748,-937.488,1744,306,
245929,20010,KH35,4508,75,ASP,1,0,9,354.712,-934.347,449,93.1,,27,354.702,-934.196,481,273.1,
241557,20011,KH37,3260,40,ASP,0,0,6,401.378,-120.184,4040,77.4,,24,401.397,-120.173,4050,257.4,
240243,20012,KH58,2800,45,GRE,0,0,1,371.772,-927.356,,12,,19,371.847,-927.335,,192,
240244,20012,KH58,1725,25,GRS,0,0,15,371.844,-927.342,,153.4,,33,371.802,-927.315,,333.4,
240541,20013,KH68,3405,60,ASP,1,0,18,359.673,-953.416,,180,,36,359.579,-953.414,,360,
240193,20014,KH70,3023,32,ASP,1,0,4,363.432,-102.053,3668,53.9,,22,363.481,-102.045,3652,233.9,
240194,20014,KH70,1300,50,GRS,0,1,17,36.351,-102.046,3652,180,,35,363.474,-102.046,3656,360,
240891,20015,KH71,5000,75,ASP,1,0,18,362.323,-953.301,621,180,,36,362.185,-953.301,602,360,
242004,20016,KH76,3200,60,ASP,1,0,17,366.761,-964.058,,177.2,,35,366.672,-964.053,,357.2,
245335,20017,KH79,3300,75,CON,1,0,18,383.629,-925.753,,178.5,,36,383.538,-92.575,,358.5,
240250,20018,KH88,4000,75,ASP,1,0,1,376.005,-90.289,875,14.5,,19,376.111,-902.856,875,194.5,
242654,20019,KH92,3210,60,ASP,1,0,17,364.472,-963.872,819,180,180,35,364.383,-963.872,,360,180
239978,20020,KH96,4000,75,ASP,1,0,18,38.014,-889.345,443,179,,36,38.003,-889.344,444,359,
244665,20021,KHAB,5500,100,ASP,1,0,18,341.245,-879.979,441,182,,36,341.094,-879.985,408,2,
242818,20022,KHAE,4400,100,CON,1,0,17,397.311,-914.452,771,170,,35,397.192,-914.425,766,350,
241777,20023,KHAF,5000,150,ASP,1,0,12,375.185,-122.507,59,137,763,30,375.084,-122.495,36,317,763
245463,20024,KHAI,2729,60,ASP,1,0,5,41.956,-855.954,822,45,,23,419.613,-855.884,821,225,
245464,20024,KHAI,4000,75,ASP,1,0,9,419.604,-856.012,820,90,,27,419.605,-855.865,822,270,
245008,20025,KHAO,5500,100,ASP,1,0,11,393.664,-845.311,632,110,,29,393.611,-845.128,619,290,
252826,17617,KHAX,3800,50,ASPH-F,0,1,11,,,,,,29,,,,,
242363,20026,KHBC,3121,60,ASP,1,0,13,487.716,-101.541,1645,140,,31,487.651,-101.533,1647,320,
240892,20027,KHBG,6099,150,ASP,1,0,13,312.705,-892.603,149,131,1000,31,312.595,-892.455,142,311,
244167,20028,KHBI,5501,100,ASP,1,0,3,356.475,-798.981,669,22,,21,356.616,-798.913,673,202,
245654,20029,KHBR,5293,150,ASP,0,1,3,349.828,-990.561,1564,45.1,,21,349.931,-990.436,1543,225.1,
245655,20029,KHBR,5293,150,ASP,0,1,12,349.998,-99.056,1539,135.4,,30,349.895,-990.436,1540,315.4,
245656,20029,KHBR,5507,100,ASP,1,0,17,349.989,-990.544,1541,180.2,,35,349.837,-990.545,1561,0.2,
241475,20030,KHBV,4999,75,ASP,1,0,13,273.544,-987.425,660,134.2,,31,273.448,-987.314,662,314.2,
242423,20031,KHBW,3081,48,ASP,1,0,5,43.646,-903.463,,50.9,740,23,436.513,-903.372,,230.9,
241430,20032,KHBZ,4002,75,ASP,1,0,6,355.089,-920.188,620,60,,24,355.145,-920.072,632,240,
241812,20033,KHCD,4000,75,ASP,1,0,15,448.647,-943.861,1055,152,,33,44.855,-943.789,1060,332,
245619,20034,KHCO,4007,75,ASP,1,0,13,487.569,-969.484,817,140,,31,487.485,-969.377,819,320,
244944,20035,KHDC,6502,100,PEM,1,0,13,30.528,-904.256,43,136,,31,305.152,-904.112,40,316,680
244945,20035,KHDC,5001,150,CON,1,0,18,305.286,-904.192,44,179.5,,36,305.148,-904.191,41,359.5,
240424,20036,KHDE,1769,300,GRE,0,0,11,404.519,-993.368,2306,126,,29,404.491,-993.316,2310,306,
240425,20036,KHDE,4701,75,PEM,1,0,18,40.459,-993.359,2306,189.6,,36,404.463,-993.387,2308,9.6,
245628,20037,KHDI,3300,75,ASP,1,0,3,35.216,-848.349,828,26,,21,352.241,-84.83,874,206,
244421,20038,KHDN,10000,150,ASP,1,0,10,404.867,-107.234,6580,113.7,510,28,404.757,-107.201,6602,293.7,
244031,20039,KHDO,5400,150,CON,0,0,4,293.555,-991.834,920,45,294,22,29.366,-991.714,926,225,532
244032,20039,KHDO,6059,150,CON,0,0,8,29.364,-991.851,930,89.9,,26,29.364,-991.661,922,269.9,79
244033,20039,KHDO,6045,150,CON,0,0,13,293.617,-99.185,927,135,98,31,29.35,-991.715,911,315,471
244035,20039,KHDO,6024,150,CON,1,0,17L,293.664,-99.172,927,180,,35R,293.498,-99.172,910,360,
244034,20039,KHDO,3224,140,ASP,0,0,17R,29.363,-991.833,928,180,454,35L,293.541,-991.833,917,360,
243786,20040,KHEE,3009,60,ASP,1,0,8,345.723,-906.779,237,90.1,,26,345.723,-906.679,242,270.1,
243787,20040,KHEE,5000,96,ASP,1,1,17,345.859,-906.776,240,180.4,,35,345.721,-906.777,237,0.4,
241846,20041,KHEF,5700,100,ASP,1,0,16L,387.277,-775.188,192,150.6,,34R,387.141,-77.509,177,330.6,
241845,20041,KHEF,3702,100,ASP,1,0,16R,387.267,-775.211,185,150.6,,34L,387.178,-775.147,175,330.6,
242599,20042,KHEG,4000,150,ASP,0,1,2,302.668,-818.121,77,20,,20,302.771,-818.078,85,200,
242600,20042,KHEG,4000,100,ASP,1,0,7,302.764,-818.149,87,65,,25,302.811,-818.034,87,245,
242601,20042,KHEG,3500,100,ASP,1,0,11,302.784,-818.075,87,110,,29,302.751,-81.797,87,290,
242602,20042,KHEG,4000,150,ASP,0,1,16,302.766,-81.809,86,155,,34,302.666,-818.036,79,335,
243555,20043,KHEI,4652,75,ASP,1,0,12,46.02,-102.661,2704,135,,30,460.111,-102.649,2698,315,
243556,20043,KHEI,1890,100,GRS,0,0,17,,,,179.4,,35,,,,359.4,
240612,20044,KHEQ,5000,75,ASP,1,0,14,405.753,-102.277,3730,148.7,,32,405.636,-102.268,3724,328.7,
245079,20045,KHEZ,6500,150,ASP,1,0,13,316.206,-913.059,262,136,,31,316.077,-912.915,269,316,
245080,20045,KHEZ,5000,150,ASP,1,0,18,316.199,-912.955,270,181,,36,316.062,-912.957,261,1,
244772,3576,KHFD,4417,150,ASP,1,0,2,417.316,-726.498,12,9,411,20,417.436,-726.473,18,189,560
244773,3576,KHFD,2314,71,ASP,1,0,11,417.342,-726.576,14,99,,29,417.332,-726.492,12,279,265
246601,3576,KHFD,2309,150,TURF,0,0,NE,,,,,,SW,,,,,
245770,20046,KHFF,5001,150,ASP,0,0,4,350.343,-795.063,376,35.1,,22,350.455,-794.967,376,215.1,
245771,20046,KHFF,4740,150,CON,1,0,11,350.336,-795.055,376,109.4,500,29,350.293,-794.906,376,289.4,
245772,20046,KHFF,4916,150,CON,0,1,16,350.447,-79.495,,163.1,,34,350.319,-794.903,,343.1,
245850,20444,KHFJ,5000,75,CON,1,0,18,369.131,-940.129,1313,179.2,,36,368.993,-940.126,1298,359.2,
242695,20047,KHFY,4300,75,ASP,1,0,1,396.226,-860.889,821,7.7,,19,396.343,-860.869,820,187.7,
243743,3577,KHGR,3160,100,ASP,1,0,2,397.042,-777.288,690,14.9,,20,397.126,-777.259,703,194.9,
243744,3577,KHGR,5461,150,ASP,1,0,9,397.067,-777.403,659,80.5,,27,397.092,-777.212,702,260.5,115
244603,20048,KHHF,5000,75,ASP,1,0,4,358.901,-100.41,2386,44,,22,35.9,-100.398,2376,224,
244604,20048,KHHF,3000,30,ASP,0,0,18,358.993,-100.403,2366,185,94,36,358.911,-100.403,2394,5,
242758,20049,KHHG,5001,75,ASP,1,0,9,408.532,-854.661,804,92,,27,408.527,-85.448,805,272,
241199,3578,KHHR,4956,100,CON,1,0,7,339.225,-118.343,64,86.7,971,25,339.232,-118.327,61,266.7,463
244199,20050,KHHW,3400,75,ASP,1,0,17,340.406,-955.419,568,179.9,,35,340.313,-955.419,571,359.9,
243076,3579,KHIB,3075,75,ASP,0,0,4,473.863,-928.466,1348,49,,22,473.918,-928.372,1350,229,
243077,3579,KHIB,6758,150,ASP,1,0,13,473.917,-928.478,1353,132,,31,473.792,-928.276,1337,312,
245333,20051,KHIE,4001,75,ASP,1,0,10,443.673,-715.535,1048,87.1,,28,443.678,-715.382,1072,267.1,
242560,3580,KHIF,13508,200,PEM,1,0,14,411.404,-111.984,4783,152.9,,32,411.075,-111.962,4780,332.9,
241048,20052,KHIG,4400,75,ASP,1,0,16,390.783,-936.793,840,165,,34,390.666,-936.754,796,345,
242426,20053,KHII,8001,100,ASP,1,0,14,345.806,-114.365,746,149.8,,32,345.616,-114.352,783,329.8,
239897,20054,KHIO,4049,100,ASP,1,0,2,455.336,-122.953,201,40,,20,455.421,-122.942,204,220,162
323155,20054,KHIO,3600,60,Asphalt,1,0,13L,,,,144,,31R,,,,324,
239898,20054,KHIO,6600,150,ASP,1,0,13R,455.496,-122.96,196,144,,31L,45.535,-122.944,194,324,
245931,20055,KHJH,2532,150,GRE,0,0,3,401.489,-97.584,1468,41.6,,21,401.541,-97.578,1452,221.6,
245932,20055,KHJH,3600,60,CON,1,0,12,401.553,-97.592,1462,128.5,,30,401.492,-975.819,1466,308.5,
240343,20056,KHJO,5175,75,ASP,1,0,14,36.323,-119.632,244,152,,32,363.105,-119.623,242,332,284
241731,20057,KHKA,5001,75,ASP,1,0,18,359.473,-89.831,255,178.9,,36,359.335,-898.306,254,358.9,
241122,20058,KHKS,4822,150,CON,1,0,11,323.355,-902.277,311,115,588,29,32.33,-902.135,322,295,793
241123,20058,KHKS,5387,150,ASP,1,0,16,323.429,-902.267,342,159,,34,323.291,-902.204,306,339,
241742,3581,KHKY,4400,150,ASP,1,0,1,357.369,-813.922,1143,8.1,,19,357.488,-813.901,1167,188.1,
241743,3581,KHKY,6400,150,ASP,1,0,6,35.735,-813.973,1136,55,,24,35.745,-813.796,1189,235,
242119,20059,KHLB,4948,100,ASP,1,0,18,393.513,-852.584,975,179.9,500,36,393.377,-852.584,974,359.9,500
244257,20060,KHLC,5000,75,CON,1,0,17,393.871,-998.313,2238,181,,35,393.733,-998.316,2188,1,
244538,20061,KHLG,5001,150,ASP,1,0,3,401.686,-806.513,1171,26,,21,401.809,-806.435,1195,206,
244539,20061,KHLG,4499,150,ASP,1,0,16,401.807,-806.489,1172,151,,34,401.699,-806.411,1191,331,
240169,20062,KHLM,2999,50,ASP,1,0,5,427.937,-861.661,603,50,725,23,42.799,-861.575,602,230,1142
240170,20062,KHLM,2244,90,GRS,0,0,12,427.965,-861.662,,113,1019,30,427.941,-861.584,,293,820
